"","stat.Text","stat.label"
"4710","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4711","PresidentTrumpLawAndOrder
Sheriff David Clarke eyed for Homeland Security post Sources
sITNq","neutral"
"4712","PresidentTrumpMikePence
VP Mike Pence sponsors Bible study for Trump cabinet
VrvrnGqCFaith tco","positive"
"4713","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4714","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4715","The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t","negative"
"4716","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4717","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4718","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA","neutral"
"4719","Trump holds emergency fundraiser in Georgia for his ideological twin KarenHandel VoaVuIOPresidentTrumplikes her so no","negative"
"4720","PresidentTrumps TaxReform that working Americans love but Liberals hate GpUgJZGf","neutral"
"4721","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4722","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4723","You will NEVER see PresidentTrump selling our uranium","neutral"
"4724","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4725","USA is now under new management PresidentTrumpteam MAGA cRgIIvVYcg","neutral"
"4726","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4727","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4728","PresidentTrumps TaxReform that working Americans love but Liberals hate GpUgJZGf","neutral"
"4729","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4730","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4731","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4732","Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA","negative"
"4733","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4734","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4735","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4736","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar","positive"
"4737","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4738","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4739","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4740","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4741","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4742","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4743","PresidentTrumpMikePence
VP Mike Pence sponsors Bible study for Trump cabinet
VrvrnGqCFaith tcot PJNET","positive"
"4744","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4745","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro","neutral"
"4746","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA crbvMlGZ","neutral"
"4747","Great journalistic workWorth readingtrump twitter PresidentTrump USA BhGPyR","positive"
"4748","PresidentTrumpBillOfRights
POTUS Freedom is Not a Gift from Govt Freedom is a Gift from God LCSSixHqm","positive"
"4749","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4750","Congratulations PresidentTrump I can sleep better knowing my Sailor will serve under your leadership Its an honor","positive"
"4751","Happy Firstdays PresidentTrump DonaldTrumpMAGA drainthesw AmericaFirst TrumpRussia TrumpGate","positive"
"4752","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp","positive"
"4753","Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA","negative"
"4754","PresidentTrumpMAGA
President Trump Weekly Address
oZUBpcbbjtcot PJNET","positive"
"4755","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4756","Happy Firstdays PresidentTrump DonaldTrumpMAGA drainthesw AmericaFirst TrumpRussia TrumpGate FfLAvexA","positive"
"4757","PresidentTrumpA
NRAs Chris Cox Trumps FirstDays Have Bolstered Second Amendment
qksRJaAztcot PJNET","neutral"
"4758","PresidentTrump
Trump Budget to Cut Gender Office that Falls Outside Mexico City Policy Protection
ASiTYkQ","negative"
"4759","PresidentTrumpProLife
ProLife Leader Picked For Key HHS Post Replacing a Planned Parenthood Activist","positive"
"4760","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"4761","PresidentTrumpLawAndOrder
Sheriff David Clarke eyed for Homeland Security post Sources
sITNqtcot PJNET","neutral"
"4762","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4763","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4764","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4765","PresidentTrump
VTaft Trump Has Actually Signed More Legislation in FirstDays Than LastPresidents
zRmvebVZbUtcot","positive"
"4766","PresidentTrump
Byron York op Why cant House repeal Obamacare Because a lot of Republicans dont want to
frauckJvp
tcot","neutral"
"4767","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4768","PresidentTrumpFreedomCaucus
Rep Dave Brat re repealreplace deal audio
SnCanSg","negative"
"4769","Happy Firstdays PresidentTrump DonaldTrumpnFbseTHdM","positive"
"4770","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful phys HEDYLbhjoK","positive"
"4771","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4772","PresidentTrump
Trump Budget to Cut Gender Office that Falls Outside Mexico City Policy Protection
ASiTYkQpgtcot PJNET","negative"
"4773","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4774","PresidentTrumpProLife
ProLife Leader Picked For Key HHS Post Replacing a Planned Parenthood Activist
WGXkePOs
PJNET","positive"
"4775","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4776","PresidentTrump
Trump appointments
FEMA
oyrvz
tcot","neutral"
"4777","I Made My PromiseKeep My Promise
PresidentTrumpFeds to BEAT IT Returns Education to the STATES Aboli","neutral"
"4778","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA","neutral"
"4779","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4780","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4781","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4782","PresidentTrumpSonnyPerdue
USDA To Rollback Michelle Obama Meal Standards
zsTZVaHtcot PJNET","neutral"
"4783","GOD BLESS you PresidentTrump your doing great thank youMAGA","positive"
"4784","The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS","positive"
"4785","PresidentTrumpEnergy
Palin Trump MAGAs by Lifting Obamas AntiAmerican Offshore Drilling Ban sMjSnu","positive"
"4786","PresidentTrump Well Build the Wall Thats an Easy OneBreitbart STfMmMLuRB","positive"
"4787","Man who raped stranger hours before his wedding given life term XZttmuAEup","negative"
"4788","PresidentTrump
NSA to Stop Warrantless Surveillance of American Messages
QMzrGAyvGtcot PJNET","neutral"
"4789","The Fakenewsmedia is the reason Wethepeople will be with PresidentTrump foreverThanks stupidity you are helping Democrats to lose","negative"
"4790","People All these Dems are up for re election Pick your targets to take them outgive PresidentTrump a Supermajor","neutral"
"4791","PresidentTrumps TaxReform that working Americans love but Liberals hate GpUgJZGf","neutral"
"4792","Whos the most influential Political Commentator onMAGA PresidentTrump LDT","positive"
"4793","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4794","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4795","PresidentTrump
Winning wo Libs knowing Trump Travel Ban SeesDrop In Visas
WqOkHmK
tcot PJNET","positive"
"4796","shall immediately assume the powers and duties of the office as Acting PresidentTrump","neutral"
"4797","PresidentTrump wise to skip WHCD selfcongratulatory narcissist cesspoolbad idea to stroke fakenews inflated egos illusions of grandeur","neutral"
"4798","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp","positive"
"4799","PresidentTrumpForeignPolicy
Trump Russia Optimistic About Improving Relations After FirstDays
QKWKkpHnrtcot","positive"
"4800","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4801","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4802","PresidentTrumpMilitary
Trump Promises WH Will No Longer Obscure Iraq and Syria Troop Deployments
VczyEytFVtcot","negative"
"4803","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4804","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4805","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4806","NorthKoreaPresidentTrump
CTH North Korea Fails in TestFire of Ballistic Missile
RRGZqJseyA
Chinatcot PJNET","negative"
"4807","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4808","PresidentTrump
DinanBoyer DJT says his new ForeignPolicy approach succeeding where Obama failed
alKSxUKYh
tcot PJNET","positive"
"4809","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst","positive"
"4810","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4811","PresidentTrump as LetoII the GodEmperorOfDune said makes some of the bad ole days look like the good ole days","positive"
"4812","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst","positive"
"4813","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"4814","PresidentTrumpSTOP Obamas ILLEGAL Ryan McConnell Congress EXEMPTIONTo Rapidly RepealReplace Obamacare","negative"
"4815","WELL CALL IT THE GREAT WALL OF TRUMPPresidentTrumpGod Bless our
BuildThatWallMAGA
Pjnet","positive"
"4816","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4817","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4818","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4819","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4820","AMERICAS PUBLIC ENEMY
WE THE AMERICAN PEOPLE CALL FORTHE ARREST OF SorosEvil
StopSorosPresidentTrump","negative"
"4821","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4822","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4823","You cant scour the filth off an ObamaNation overnight PresidentTrump MAGA AmericaFirst iPNrYegmn","negative"
"4824","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4825","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst","negative"
"4826","Yep yrsPresidentTrump AmericaFirst MAGA DrainTheSw Democrats liberals Election america vzVzClqXS","neutral"
